RecipeName,Cuisine,Quantity,Unit,Ingredient
Yogurt Lamb Curry Recipe,Indian,4,tablespoon,Ghee
Yogurt Lamb Curry Recipe,Indian,2,,Onions ground to paste
Yogurt Lamb Curry Recipe,Indian,4,,Cloves Laung
Yogurt Lamb Curry Recipe,Indian,1,teaspoon,Cumin seeds Jeera
Yogurt Lamb Curry Recipe,Indian,500,grams,Lamb
Yogurt Lamb Curry Recipe,Indian,,,Salt  to taste
Yogurt Lamb Curry Recipe,Indian,1,tablespoon,Mint Leaves Pudina  dry
Yogurt Lamb Curry Recipe,Indian,11/2,teaspoon,Dry ginger powder
Yogurt Lamb Curry Recipe,Indian,2,inch,Cinnamon Stick Dalchini
Yogurt Lamb Curry Recipe,Indian,4,,Black cardamom Badi Elaichi
Yogurt Lamb Curry Recipe,Indian,4,,Cardamom Elaichi Pods/Seeds
Thayir Semiya Recipe (Curd Semiya),Indian,1,cup,Curd Dahi / Yogurt
Thayir Semiya Recipe (Curd Semiya),Indian,,,Raw Peanuts Moongphali
Thayir Semiya Recipe (Curd Semiya),Indian,5,,to 6 Cashew nuts  for garnishing
Thayir Semiya Recipe (Curd Semiya),Indian,1/2,teaspoon,White Urad Dal Split
Thayir Semiya Recipe (Curd Semiya),Indian,1,teaspoon,Mustard seeds
Thayir Semiya Recipe (Curd Semiya),Indian,,,pinch Asafoetida hing
Thayir Semiya Recipe (Curd Semiya),Indian,1/2,cup,Semiya Vermicelli  roasted
Thayir Semiya Recipe (Curd Semiya),Indian,1,,sprig Curry leaves
Thayir Semiya Recipe (Curd Semiya),Indian,2,teaspoon,Sunflower Oil
Chicken Cooked in Banana Leaves Recipe,Indian,2,,Green Chillies
Chicken Cooked in Banana Leaves Recipe,Indian,1/2,teaspoon,Turmeric powder Haldi
Chicken Cooked in Banana Leaves Recipe,Indian,10,,sprig Coriander Dhania Leaves
Chicken Cooked in Banana Leaves Recipe,Indian,10,,Whole Black Peppercorns
Chicken Cooked in Banana Leaves Recipe,Indian,3,,Star anise
Chicken Cooked in Banana Leaves Recipe,Indian,,,Salt  to taste
Chicken Cooked in Banana Leaves Recipe,Indian,1,teaspoon,Red Chilli powder
Chicken Cooked in Banana Leaves Recipe,Indian,,,Cotton threads  as required
Chicken Cooked in Banana Leaves Recipe,Indian,500,grams,Boneless chicken  2 inch cubes
Chicken Cooked in Banana Leaves Recipe,Indian,5,,Cloves Laung
Chicken Cooked in Banana Leaves Recipe,Indian,2,tablespoons,Ginger Garlic Paste
Chicken Cooked in Banana Leaves Recipe,Indian,2,,Banana leaf
Chicken Cooked in Banana Leaves Recipe,Indian,,,Sunflower Oil  as required
Chicken Cooked in Banana Leaves Recipe,Indian,1,,Lemo n
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,1/2,cup,Jaggery
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,4,,Karela Bitter Gourd/ Pavakkai
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,2,,sprig Curry leaves
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,,,Salt  to taste
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,18,grams,Tamarind
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,5,tablespoons,Coriander Dhania Seeds
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,1,tablespoon,Methi Seeds Fenugreek Seeds
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,1/2,tablespoon,Asafoetida hing
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,2,tablespoons,Coconut Oil
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,2,teaspoons,Mustard seeds
Karathe Nonche Recipe - Bitter Gourd Pickle,Indian,3,tablespoon,Mustard seeds
Kadai Mushroom Recipe,Indian,1,,capsicum green  finely chopped
Kadai Mushroom Recipe,Indian,3,,tomatoes chopped
Kadai Mushroom Recipe,Indian,1/4,teaspoon,fenugreek seeds
Kadai Mushroom Recipe,Indian,1,teaspoon,red chilli powder
Kadai Mushroom Recipe,Indian,1,,onion finely chopped
Kadai Mushroom Recipe,Indian,2,tablespoons,oil
Kadai Mushroom Recipe,Indian,1,teaspoon,coriander powder
Kadai Mushroom Recipe,Indian,3,,green chillies  chopped
Kadai Mushroom Recipe,Indian,,,water  to make puree
Kadai Mushroom Recipe,Indian,2,,bay leaves
Kadai Mushroom Recipe,Indian,1/2,inch,ginger
Kadai Mushroom Recipe,Indian,,,green coriander  chopped Take 1 teaspoon cumin seeds
Kadai Mushroom Recipe,Indian,400,grams,Button mushroom
Kadai Mushroom Recipe,Indian,4,,lon g
Kadai Mushroom Recipe,Indian,,,salt  as per taste
Kadai Mushroom Recipe,Indian,1/2,teaspoon,turmeric powder
Kadai Mushroom Recipe,Indian,1,,Cinnamon small
Kadai Mushroom Recipe,Indian,3,,long garlic
Kadai Mushroom Recipe,Indian,4,,whole black peppers
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,2,teaspoons,Cumin seeds Jeera
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,,,Salt  to taste
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,4,,Whole Black Peppercorns
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,1,,Cardamom Elaichi Pods/Seeds
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,3,tablespoons,Ghee
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,1,cup,Rice  washed and soaked for 20 minutes
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,,,½ inch Cinnamon Stick Dalchini
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,1,,Green Chilli  slit
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,2,,Cloves Laung
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,1,,Bay leaf tej patta
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,2,cups,Water
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,1,,Star anise
Dhaba Style Spicy Ghee Rice Recipe Made From Whole Spices,Indian,1,,sprig Curry leaves
Stuffed Dahi Vada Recipe,Indian,,,Salt  as required
Stuffed Dahi Vada Recipe,Indian,1/4,cup,Avarekai Broad Beans  soaked overnight
Stuffed Dahi Vada Recipe,Indian,1/2,cup,Carrot Gajjar  grated
Stuffed Dahi Vada Recipe,Indian,1/4,cup,Raisins
Stuffed Dahi Vada Recipe,Indian,1,tablespoon,Ginger  grated
Stuffed Dahi Vada Recipe,Indian,1,teaspoon,Red Chilli powder
Stuffed Dahi Vada Recipe,Indian,1/4,cup,Cashew nuts
Stuffed Dahi Vada Recipe,Indian,2,,Green Chillies  finely chopped
Stuffed Dahi Vada Recipe,Indian,1,,Onion finely chopped
Stuffed Dahi Vada Recipe,Indian,1/2,cup,White Urad Dal Whole  soaked overnight
Stuffed Dahi Vada Recipe,Indian,1,cup,Water
Stuffed Dahi Vada Recipe,Indian,1/2,cup,Coriander Dhania Leaves  finely chopped
Stuffed Dahi Vada Recipe,Indian,2,cup,Curd Dahi / Yogurt
Stuffed Dahi Vada Recipe,Indian,1/2,teaspoon,Cumin powder Jeera  or chaat masala
Healthy & Delicious Jamun Fruit Smoothie - Black Plum Smoothie Recipe,Indian,3/4,cup,Jamun black plum  deseeded
Healthy & Delicious Jamun Fruit Smoothie - Black Plum Smoothie Recipe,Indian,1/2,cup,Milk
Healthy & Delicious Jamun Fruit Smoothie - Black Plum Smoothie Recipe,Indian,,,Crushed ice  as required
Healthy & Delicious Jamun Fruit Smoothie - Black Plum Smoothie Recipe,Indian,2,cups,Curd Dahi / Yogurt  low fat
Healthy & Delicious Jamun Fruit Smoothie - Black Plum Smoothie Recipe,Indian,,,Honey  to taste
Spinach And Millet Pulav Recipe,Indian,2,tablespoons,Ghee  optional
Spinach And Millet Pulav Recipe,Indian,1,teaspoon,Cumin powder Jeera
Spinach And Millet Pulav Recipe,Indian,1,cup,Foxtail Millet  or broken wheat dalia
Spinach And Millet Pulav Recipe,Indian,,,Salt  to taste
Spinach And Millet Pulav Recipe,Indian,2,,Cardamom Elaichi Pods/Seeds
Spinach And Millet Pulav Recipe,Indian,2,,Green Chillies  slit
Spinach And Millet Pulav Recipe,Indian,1,inch,Ginger
Spinach And Millet Pulav Recipe,Indian,250,grams,Spinach Leaves Palak  chopped
Spinach And Millet Pulav Recipe,Indian,2,,Bay leaves tej patta
Spinach And Millet Pulav Recipe,Indian,1,tablespoon,Sunflower Oil
Spinach And Millet Pulav Recipe,Indian,2,,Tomatoes finely chopped
Spinach And Millet Pulav Recipe,Indian,1,teaspoon,Turmeric powder Haldi
Spinach Mushroom Chickpea Curry Recipe,Indian,200,grams,Button mushrooms  sliced
Spinach Mushroom Chickpea Curry Recipe,Indian,1/2,teaspoon,Turmeric powder Haldi
Spinach Mushroom Chickpea Curry Recipe,Indian,2,,sprig Coriander Dhania Leaves  finely chopped
Spinach Mushroom Chickpea Curry Recipe,Indian,1,teaspoon,Cumin powder Jeera
Spinach Mushroom Chickpea Curry Recipe,Indian,1,teaspoon,Garam masala powder
Spinach Mushroom Chickpea Curry Recipe,Indian,,,Salt  to taste
Spinach Mushroom Chickpea Curry Recipe,Indian,2,,sprig Mint Leaves Pudina  finely chopped
Spinach Mushroom Chickpea Curry Recipe,Indian,1/2,cup,Kabuli Chana White Chickpeas  soaked for 8 hours
Spinach Mushroom Chickpea Curry Recipe,Indian,4,,cloves Garlic  finely chopped
Spinach Mushroom Chickpea Curry Recipe,Indian,1,tablespoon,Sunflower Oil
Spinach Mushroom Chickpea Curry Recipe,Indian,2,,Fresh Red chillies  finely chopped or green chillies
Spinach Mushroom Chickpea Curry Recipe,Indian,1/2,cup,Homemade tomato puree
Spinach Mushroom Chickpea Curry Recipe,Indian,1,inch,Ginger  finely chopped
Spinach Mushroom Chickpea Curry Recipe,Indian,2,,Onions thinly sliced
Spinach Mushroom Chickpea Curry Recipe,Indian,1/2,cup,Coconut milk
Spinach Mushroom Chickpea Curry Recipe,Indian,2,cups,Spinach Leaves Palak  washed and finely chopped
Traditional Rasmalai Recipe,Indian,1/2,teaspoon,Saffron strands
Traditional Rasmalai Recipe,Indian,1/2,teaspoon,Rose water
Traditional Rasmalai Recipe,Indian,2,cups,Sugar
Traditional Rasmalai Recipe,Indian,5,,Cashew nuts  sliced
Traditional Rasmalai Recipe,Indian,1,teaspoon,Sooji Semolina/ Rava
Traditional Rasmalai Recipe,Indian,11/2,cups,Chenna Homemade Cottage Cheese
Traditional Rasmalai Recipe,Indian,11/2,tablespoons,Slivered Almonds Badam
Traditional Rasmalai Recipe,Indian,3,cups,Water
Traditional Rasmalai Recipe,Indian,5,cups,Rabdi
Fusion Style Paneer Malai Makhani Recipe,Indian,200,grams,Paneer Homemade Cottage Cheese  cubed
Fusion Style Paneer Malai Makhani Recipe,Indian,1,tablespoon,Coriander Powder Dhania
Fusion Style Paneer Malai Makhani Recipe,Indian,1,,Onion finely sliced
Fusion Style Paneer Malai Makhani Recipe,Indian,,,Curry leaves  a few
Fusion Style Paneer Malai Makhani Recipe,Indian,1,teaspoon,Ginger Garlic Paste
Fusion Style Paneer Malai Makhani Recipe,Indian,,,Whole Black Peppercorns  a few
Fusion Style Paneer Malai Makhani Recipe,Indian,1/3,teaspoon,Turmeric powder Haldi
Fusion Style Paneer Malai Makhani Recipe,Indian,1,teaspoon,Cumin seeds Jeera
Fusion Style Paneer Malai Makhani Recipe,Indian,2,,Tomatoes cut in wedges
Fusion Style Paneer Malai Makhani Recipe,Indian,1,,Kokum Malabar Tamarind  soaked in 2 tablespoon water
Fusion Style Paneer Malai Makhani Recipe,Indian,200,ml,Coconut milk
Fusion Style Paneer Malai Makhani Recipe,Indian,1/4,cup,Water
Fusion Style Paneer Malai Makhani Recipe,Indian,2,teaspoon,Coconut Oil
Fusion Style Paneer Malai Makhani Recipe,Indian,1,teaspoon,Methi Seeds Fenugreek Seeds
Fusion Style Paneer Malai Makhani Recipe,Indian,,,Coriander Dhania Leaves  a few sprigs for garnishing
Fusion Style Paneer Malai Makhani Recipe,Indian,1,teaspoon,Black pepper powder
Fusion Style Paneer Malai Makhani Recipe,Indian,1,teaspoon,Red Chilli powder  dajust to taste
Zucchini Paratha Recipe,Indian,,,Water  for kneading
Zucchini Paratha Recipe,Indian,,,Ghee  for roasting
Zucchini Paratha Recipe,Indian,,,Salt  to taste
Zucchini Paratha Recipe,Indian,1,teaspoon,Ajwain Carom seeds
Zucchini Paratha Recipe,Indian,1/4,teaspoon,Cumin powder Jeera
Zucchini Paratha Recipe,Indian,1,cup,Green zucchini  grated
Zucchini Paratha Recipe,Indian,21/2,cups,Whole Wheat Flour
Zucchini Paratha Recipe,Indian,1/4,teaspoon,Amchur Dry Mango Powder
Zucchini Paratha Recipe,Indian,1/4,teaspoon,Turmeric powder Haldi
Zucchini Paratha Recipe,Indian,2,teaspoons,Red Chilli powder
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,,,Coriander Dhania Leaves  a small bunch
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,,,Sunflower Oil  for making cutlets
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,2,,Potatoes Aloo  boiled and mashed
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,1,tablespoon,Gram flour besan
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,2,tablespoons,Fresh coconut  grated
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,1,cup,Chana dal Bengal Gram Dal  soaked for 3 hours
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,,,Mint Leaves Pudina  a small bunch
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,1,teaspoon,Cardamom Powder Elaichi
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,1/2,teaspoon,Red Chilli powder
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,1/4,teaspoon,Asafoetida hing
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,1/2,teaspoon,Cumin seeds Jeera
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,1,inch,Ginger  finely chopped
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,2,,Green Chilli  finely chopped
Chana Dal Aloo Cutlet Recipe - Gram Dal Potato Cutlet Recipe,Indian,1,teaspoon,Chaat Masala Powder
Raw Mango And Spring Onion Chutney Recipe,Indian,1,cup,Spring Onion Greens  roughly chopped
Raw Mango And Spring Onion Chutney Recipe,Indian,2,,Dry Red Chilli
Raw Mango And Spring Onion Chutney Recipe,Indian,1,teaspoon,Cumin seeds Jeera
Raw Mango And Spring Onion Chutney Recipe,Indian,,,Salt  as needed
Raw Mango And Spring Onion Chutney Recipe,Indian,1,,Mango Raw  roughly chopped
Raw Mango And Spring Onion Chutney Recipe,Indian,1/2,teaspoon,Sugar
Raw Mango And Spring Onion Chutney Recipe,Indian,1,teaspoon,Sunflower Oil
Til Ke Ladoo Recipe - Sesame Ladoo Recipe,Indian,,,Water  as required
Til Ke Ladoo Recipe - Sesame Ladoo Recipe,Indian,1/2,teaspoon,Cardamom Powder Elaichi
Til Ke Ladoo Recipe - Sesame Ladoo Recipe,Indian,2,cups,Sesame seeds Til seeds
Til Ke Ladoo Recipe - Sesame Ladoo Recipe,Indian,120,grams,Jaggery  broken into pieces
Til Ke Ladoo Recipe - Sesame Ladoo Recipe,Indian,1,tablespoon,Ghee
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,Indian,11/2,tablespoon,Lemon juice
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,Indian,,,Salt  to taste
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,Indian,4,,Carrots Gajjar  finely grated
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,Indian,,,Black pepper powder  to taste
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,Indian,1/4,cup,Green Bell Pepper Capsicum  finely chopped
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,Indian,1/2,cup,Green Moong Sprouts
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,Indian,1/4,cup,Raw Peanuts Moongphali  soaked in water for 4 hours
Satvik Carrot Sprouts Salad Recipe - No Onion No Garlic,Indian,1/4,cup,Fresh coconut  freshly grated
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,1/2,tablespoon,Amchur Dry Mango Powder
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,1,tablespoon,Gram flour besan  roasted
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,1/2,tablespoon,Red Chilli powder
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,1/2,tablespoon,Coriander Powder Dhania
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,,,Salt  to taste
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,1/4,cup,Coriander Dhania Leaves  finely chopped
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,2,,Green Chillies  finely chopped
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,1/2,tablespoon,Garam masala powder
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,2,,Potatoes Aloo  boiled and peeled
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,1,cup,Rajma Large Kidney Beans  washed and soaked overnight 8 hrs
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,,,Sunflower Oil  as needed
Rajma Aloo Cutlet Recipe (Tikki / Patty),Indian,1/4,tablespoon,Cumin powder Jeera
Soya Keema Matar Masala Recipe,Indian,1,teaspoon,Sugar
Soya Keema Matar Masala Recipe,Indian,4,,sprig Coriander Dhania Leaves  for garnish
Soya Keema Matar Masala Recipe,Indian,,,Salt  to taste
Soya Keema Matar Masala Recipe,Indian,1,inch,Ginger  finely chopped
Soya Keema Matar Masala Recipe,Indian,4,,cloves Garlic  finely chopped
Soya Keema Matar Masala Recipe,Indian,1,teaspoon,Coriander Powder Dhania
Soya Keema Matar Masala Recipe,Indian,1/2,teaspoon,Garam masala powder
Soya Keema Matar Masala Recipe,Indian,1/2,tablespoon,Red Chilli powder  adjust as per your spice preference
Soya Keema Matar Masala Recipe,Indian,1,,Onion finely chopped
Soya Keema Matar Masala Recipe,Indian,1,,Green Chillies  finely chopped
Soya Keema Matar Masala Recipe,Indian,1,tablespoon,Sunflower Oil
Soya Keema Matar Masala Recipe,Indian,1,cup,Soy Chunks Nuggets  soaked in hot water for 30 min
Soya Keema Matar Masala Recipe,Indian,1/4,cup,Green peas Matar
Soya Keema Matar Masala Recipe,Indian,1/4,teaspoon,Turmeric powder Haldi
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,3,,sprig Coriander Dhania Leaves  finely chopped
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,1,tablespoon,Black pepper powder
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,,,Salt  to taste
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,,,Sunflower Oil  for shallow frying
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,11/2,teaspoon,Ginger Garlic Paste
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,1,,Whole Egg
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,1,,Onion finely chopped
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,300,grams,Chicken  minced
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,4,,Green Chillies  adjust as spice preference finely chopped
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,3,,sprig Mint Leaves Pudina  finely chopped
Murgh Aloo Tikki Recipe - Chicken & Potato Tikki,Indian,1,,Potato Aloo  boiled and mashed well
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,1,,Carrot Gajjar  diced
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,2,cups,Watermelon  cut into cubes without skin
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,1,teaspoon,Cumin powder Jeera
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,1,,Green Bell Pepper Capsicum  diced
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,1,cup,Homemade tomato puree
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,,,Salt  to taste
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,2,,Dry Red Chillies
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,11/2,teaspoons,Ajwain Carom seeds
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,4,,sprig Coriander Dhania Leaves  finely chopped
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,1,teaspoon,Turmeric powder Haldi
Spiced Watermelon Curry Recipe With Carrots & Peppers,Indian,1/2,teaspoon,Red Chilli powder
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,1/2,teaspoon,Mustard seeds
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,1/8,teaspoon,Turmeric powder Haldi
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,2,,Green Chillies  finely chopped
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,,,Salt  to taste
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,1,,Potato Aloo  boiled and mashed
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,2,teaspoons,Sesame Gingelly Oil
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,6,,sprig Coriander Dhania Leaves  washed and finely chopped
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,2,tablespoons,Gram flour besan
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,,,Asafoetida hing  a pinch
Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,Indian,1/2,teaspoon,Cumin seeds Jeera
Broccoli And Tofu Green Curry Recipe,Indian,,,Vegetable stock  as required
Broccoli And Tofu Green Curry Recipe,Indian,1,inch,Galangal  peeled and sliced or use ginger
Broccoli And Tofu Green Curry Recipe,Indian,,,Salt  to taste
Broccoli And Tofu Green Curry Recipe,Indian,,,Lemon wedges  to serve
Broccoli And Tofu Green Curry Recipe,Indian,250,grams,Tofu  cut into cubes
Broccoli And Tofu Green Curry Recipe,Indian,200,ml,Coconut milk
Broccoli And Tofu Green Curry Recipe,Indian,5,,Thai basil leaves
Broccoli And Tofu Green Curry Recipe,Indian,1,,Lemongrass stalk
Broccoli And Tofu Green Curry Recipe,Indian,3,,Garlic minced
Broccoli And Tofu Green Curry Recipe,Indian,4,,Shallots chopped
Broccoli And Tofu Green Curry Recipe,Indian,1,,sprig Coriander Dhania Leaves  washed and chopped
Broccoli And Tofu Green Curry Recipe,Indian,2,tablespoon,Soy sauce  or thai fish sauce
Broccoli And Tofu Green Curry Recipe,Indian,2,,Kaffir lime leaves  torn or use dried leaves
Broccoli And Tofu Green Curry Recipe,Indian,1,,Broccoli washed and cut into florets
Broccoli And Tofu Green Curry Recipe,Indian,2,tablespoon,Sunflower Oil
Jowar Bajra Garlic Roti Recipe,Indian,,,Salt  as per your taste
Jowar Bajra Garlic Roti Recipe,Indian,2,teaspoons,Black pepper powder
Jowar Bajra Garlic Roti Recipe,Indian,4,,cloves Garlic  finely chopped
Jowar Bajra Garlic Roti Recipe,Indian,,,Water  for kneading the dough
Jowar Bajra Garlic Roti Recipe,Indian,1/2,cup,Jowar Flour Sorghum
Jowar Bajra Garlic Roti Recipe,Indian,1/2,cup,Bajra Flour  Pearl Millet
Bitter Gourd Chips Recipe,Indian,1/2,teaspoon,Cumin powder Jeera
Bitter Gourd Chips Recipe,Indian,1/2,teaspoon,Fennel seeds Saunf  slightly crushed
Bitter Gourd Chips Recipe,Indian,1/2,teaspoon,Turmeric powder Haldi
Bitter Gourd Chips Recipe,Indian,1,,Rice flour
Bitter Gourd Chips Recipe,Indian,1,tablespoon,Gram flour besan
Bitter Gourd Chips Recipe,Indian,1/4,teaspoon,Mango Raw
Bitter Gourd Chips Recipe,Indian,,,Salt  to taste
Bitter Gourd Chips Recipe,Indian,1,teaspoon,Coriander Powder Dhania
Bitter Gourd Chips Recipe,Indian,1,teaspoon,Red Chilli powder
Bitter Gourd Chips Recipe,Indian,1,,Karela Bitter Gourd/ Pavakkai
Bitter Gourd Chips Recipe,Indian,3/4,tablespoon,Corn flour
Bitter Gourd Chips Recipe,Indian,,,Sunflower Oil  to deep fry
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,teaspoon,Cumin powder Jeera
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,teaspoon,Coriander Powder Dhania
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,,,Kewra essence  few drops
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,,Onion finely chopped
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,tablespoon,Ginger Garlic Paste
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1/4,cup,Curd Dahi / Yogurt
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,6,,Cardamom Elaichi Pods/Seeds
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,4,tablespoon,Cashew nuts
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,teaspoon,Garam masala powder
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,,,Salt  to taste
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1/4,cup,Fresh cream
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,2,,Tomatoe s
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,,,Sugar  to taste
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,tablespoon,Kasuri Methi Dried Fenugreek Leaves
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,300,grams,Chicken breasts  boneless
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,,,Coriander Dhania Leaves  for garnishing chopped
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,tablespoon,Butter
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,4,tablespoon,Sunflower Oil
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,,Black cardamom Badi Elaichi
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1/2,teaspoon,Turmeric powder Haldi
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,inch,Cinnamon Stick Dalchini
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,2,,Green Chillies  finely chopped
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1/2,teaspoon,Kashmiri Red Chilli Powder
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,6,,Cloves Laung
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,1,,Bay leaf tej patta
Chicken Bharta Recipe - Dhaba Style Chicken Masala,Indian,2,,Whole Egg  boiled
Dal And Vegetable Kebab Recipe,Indian,1/2,teaspoon,Cumin powder Jeera
